"ISP (CET/CEST)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"25/05/2020 20:00 - 25/05/2020 21:00","MBA|NO1","FCR","17.30","0.00","17.30","2.16"
"25/05/2020 21:00 - 25/05/2020 22:00","MBA|NO1","FCR","18.40","0.46","18.40",""
"25/05/2020 22:00 - 25/05/2020 23:00","MBA|NO1","FCR","19.30","0.00","19.30","1.45"
"25/05/2020 23:00 - 26/05/2020 00:00","MBA|NO1","FCR","18.30","0.00","18.30","1.83"
"26/05/2020 00:00 - 26/05/2020 01:00","MBA|NO1","FCR","21.30","0.00","21.30","1.60"
"26/05/2020 01:00 - 26/05/2020 02:00","MBA|NO1","FCR","25.40","0.00","25.40","4.45"
"26/05/2020 02:00 - 26/05/2020 03:00","MBA|NO1","FCR","17.30","1.30","17.30",""
"26/05/2020 03:00 - 26/05/2020 04:00","MBA|NO1","FCR","17.30","0.00","17.30","0.87"
"26/05/2020 04:00 - 26/05/2020 05:00","MBA|NO1","FCR","15.40","0.00","15.40","6.93"
"26/05/2020 05:00 - 26/05/2020 06:00","MBA|NO1","FCR","17.30","2.60","17.30",""
"26/05/2020 06:00 - 26/05/2020 07:00","MBA|NO1","FCR","17.30","4.33","17.30",""
"26/05/2020 07:00 - 26/05/2020 08:00","MBA|NO1","FCR","18.40","7.82","18.40",""
"26/05/2020 08:00 - 26/05/2020 09:00","MBA|NO1","FCR","17.30","2.60","17.30",""
"26/05/2020 09:00 - 26/05/2020 10:00","MBA|NO1","FCR","20.30","0.00","20.30","3.05"
"26/05/2020 10:00 - 26/05/2020 11:00","MBA|NO1","FCR","18.40","0.00","18.40","0.92"
"26/05/2020 11:00 - 26/05/2020 12:00","MBA|NO1","FCR","21.30","2.66","21.30",""
"26/05/2020 12:00 - 26/05/2020 13:00","MBA|NO1","FCR","18.30","8.69","18.30",""
"26/05/2020 13:00 - 26/05/2020 14:00","MBA|NO1","FCR","18.40","0.00","18.40","0.92"
"26/05/2020 14:00 - 26/05/2020 15:00","MBA|NO1","FCR","15.30","0.00","15.30",""
"26/05/2020 15:00 - 26/05/2020 16:00","MBA|NO1","FCR","17.30","0.00","17.30",""
"26/05/2020 16:00 - 26/05/2020 17:00","MBA|NO1","FCR","17.40","2.18","17.40",""
"26/05/2020 17:00 - 26/05/2020 18:00","MBA|NO1","FCR","16.30","0.00","16.30",""
"26/05/2020 18:00 - 26/05/2020 19:00","MBA|NO1","FCR","16.30","0.00","16.30","0.41"
"26/05/2020 19:00 - 26/05/2020 20:00","MBA|NO1","FCR","17.40","0.00","17.40",""
"26/05/2020 20:00 - 26/05/2020 21:00","MBA|NO1","FCR","25.30","0.63","25.30",""
"26/05/2020 21:00 - 26/05/2020 22:00","MBA|NO1","FCR","18.30","0.00","18.30","1.83"
"26/05/2020 22:00 - 26/05/2020 23:00","MBA|NO1","FCR","26.30","0.00","26.30","5.92"
"26/05/2020 23:00 - 27/05/2020 00:00","MBA|NO1","FCR","27.40","0.00","27.40","11.65"
"27/05/2020 00:00 - 27/05/2020 01:00","MBA|NO1","FCR","24.70","0.00","24.70","8.03"
"27/05/2020 01:00 - 27/05/2020 02:00","MBA|NO1","FCR","28.70","2.87","28.70",""
"27/05/2020 02:00 - 27/05/2020 03:00","MBA|NO1","FCR","27.80","0.00","27.80","2.78"
"27/05/2020 03:00 - 27/05/2020 04:00","MBA|NO1","FCR","26.60","0.00","26.60","3.33"
"27/05/2020 04:00 - 27/05/2020 05:00","MBA|NO1","FCR","27.70","0.00","27.70","11.08"
"27/05/2020 05:00 - 27/05/2020 06:00","MBA|NO1","FCR","29.80","8.94","29.80",""
"27/05/2020 06:00 - 27/05/2020 07:00","MBA|NO1","FCR","28.70","14.35","28.70",""
"27/05/2020 07:00 - 27/05/2020 08:00","MBA|NO1","FCR","23.50","1.76","23.50",""
"27/05/2020 08:00 - 27/05/2020 09:00","MBA|NO1","FCR","21.70","5.43","21.70",""
"27/05/2020 09:00 - 27/05/2020 10:00","MBA|NO1","FCR","26.80","2.68","26.80",""
"27/05/2020 10:00 - 27/05/2020 11:00","MBA|NO1","FCR","29.70","12.62","29.70",""
"27/05/2020 11:00 - 27/05/2020 12:00","MBA|NO1","FCR","30.80","0.00","30.80","0.77"
"27/05/2020 12:00 - 27/05/2020 13:00","MBA|NO1","FCR","30.70","0.00","30.70","6.14"
"27/05/2020 13:00 - 27/05/2020 14:00","MBA|NO1","FCR","29.70","0.00","29.70","2.97"
"27/05/2020 14:00 - 27/05/2020 15:00","MBA|NO1","FCR","23.80","0.00","23.80","2.98"
"27/05/2020 15:00 - 27/05/2020 16:00","MBA|NO1","FCR","24.70","1.85","24.70",""
"27/05/2020 16:00 - 27/05/2020 17:00","MBA|NO1","FCR","22.70","2.27","22.70",""
"27/05/2020 17:00 - 27/05/2020 18:00","MBA|NO1","FCR","22.70","1.14","22.70",""
"27/05/2020 18:00 - 27/05/2020 19:00","MBA|NO1","FCR","27.70","0.00","27.70","1.39"
"27/05/2020 19:00 - 27/05/2020 20:00","MBA|NO1","FCR","30.80","0.00","30.80","7.70"
"27/05/2020 20:00 - 27/05/2020 21:00","MBA|NO1","FCR","29.70","0.00","29.70","14.11"
"27/05/2020 21:00 - 27/05/2020 22:00","MBA|NO1","FCR","29.70","4.46","29.70",""
"27/05/2020 22:00 - 27/05/2020 23:00","MBA|NO1","FCR","29.70","0.00","29.70","14.11"
"27/05/2020 23:00 - 28/05/2020 00:00","MBA|NO1","FCR","24.80","0.00","24.80","9.30"
"28/05/2020 00:00 - 28/05/2020 01:00","MBA|NO1","FCR","24.90","0.00","24.90","2.49"
"28/05/2020 01:00 - 28/05/2020 02:00","MBA|NO1","FCR","26.70","0.00","26.70","3.34"
"28/05/2020 02:00 - 28/05/2020 03:00","MBA|NO1","FCR","26.70","6.01","26.70",""
"28/05/2020 03:00 - 28/05/2020 04:00","MBA|NO1","FCR","26.50","17.23","26.50",""
"28/05/2020 04:00 - 28/05/2020 05:00","MBA|NO1","FCR","27.80","3.48","27.80",""
"28/05/2020 05:00 - 28/05/2020 06:00","MBA|NO1","FCR","27.70","6.23","27.70",""
"28/05/2020 06:00 - 28/05/2020 07:00","MBA|NO1","FCR","24.90","5.60","24.90",""
"28/05/2020 07:00 - 28/05/2020 08:00","MBA|NO1","FCR","24.80","6.82","24.80",""
"28/05/2020 08:00 - 28/05/2020 09:00","MBA|NO1","FCR","25.70","0.00","25.70","0.64"
"28/05/2020 09:00 - 28/05/2020 10:00","MBA|NO1","FCR","25.90","0.00","25.90","7.12"
"28/05/2020 10:00 - 28/05/2020 11:00","MBA|NO1","FCR","25.90","0.00","25.90","2.59"
"28/05/2020 11:00 - 28/05/2020 12:00","MBA|NO1","FCR","25.70","0.00","25.70",""
"28/05/2020 12:00 - 28/05/2020 13:00","MBA|NO1","FCR","25.90","0.00","25.90","9.07"
"28/05/2020 13:00 - 28/05/2020 14:00","MBA|NO1","FCR","25.70","0.00","25.70","5.78"
"28/05/2020 14:00 - 28/05/2020 15:00","MBA|NO1","FCR","25.70","1.93","25.70",""
"28/05/2020 15:00 - 28/05/2020 16:00","MBA|NO1","FCR","26.10","5.22","26.10",""
"28/05/2020 16:00 - 28/05/2020 17:00","MBA|NO1","FCR","26.20","8.52","26.20",""
"28/05/2020 17:00 - 28/05/2020 18:00","MBA|NO1","FCR","15.20","3.04","15.20",""
"28/05/2020 18:00 - 28/05/2020 19:00","MBA|NO1","FCR","16.20","3.24","16.20",""
"28/05/2020 19:00 - 28/05/2020 20:00","MBA|NO1","FCR","16.20","2.43","16.20",""
"28/05/2020 20:00 - 28/05/2020 21:00","MBA|NO1","FCR","14.20","0.00","14.20","1.78"
"28/05/2020 21:00 - 28/05/2020 22:00","MBA|NO1","FCR","14.20","0.00","14.20","3.20"
"28/05/2020 22:00 - 28/05/2020 23:00","MBA|NO1","FCR","14.50","0.00","14.50","0.73"
"28/05/2020 23:00 - 29/05/2020 00:00","MBA|NO1","FCR","21.20","0.00","21.20","6.89"
"29/05/2020 00:00 - 29/05/2020 01:00","MBA|NO1","FCR","13.20","1.65","13.20",""
"29/05/2020 01:00 - 29/05/2020 02:00","MBA|NO1","FCR","12.90","0.00","12.90","2.90"
"29/05/2020 02:00 - 29/05/2020 03:00","MBA|NO1","FCR","13.20","0.00","13.20","0.99"
"29/05/2020 03:00 - 29/05/2020 04:00","MBA|NO1","FCR","12.90","4.84","12.90",""
"29/05/2020 04:00 - 29/05/2020 05:00","MBA|NO1","FCR","13.10","4.26","13.10",""
"29/05/2020 05:00 - 29/05/2020 06:00","MBA|NO1","FCR","13.00","2.93","13.00",""
"29/05/2020 06:00 - 29/05/2020 07:00","MBA|NO1","FCR","13.00","3.25","13.00",""
"29/05/2020 07:00 - 29/05/2020 08:00","MBA|NO1","FCR","13.00","2.60","13.00",""
"29/05/2020 08:00 - 29/05/2020 09:00","MBA|NO1","FCR","12.90","0.00","12.90",""
"29/05/2020 09:00 - 29/05/2020 10:00","MBA|NO1","FCR","12.90","0.00","12.90","5.48"
"29/05/2020 10:00 - 29/05/2020 11:00","MBA|NO1","FCR","13.20","0.00","13.20","1.98"
"29/05/2020 11:00 - 29/05/2020 12:00","MBA|NO1","FCR","12.90","0.00","12.90","4.84"
"29/05/2020 12:00 - 29/05/2020 13:00","MBA|NO1","FCR","13.10","0.66","13.10",""
"29/05/2020 13:00 - 29/05/2020 14:00","MBA|NO1","FCR","12.90","0.00","12.90","0.65"
"29/05/2020 14:00 - 29/05/2020 15:00","MBA|NO1","FCR","13.20","2.97","13.20",""
"29/05/2020 15:00 - 29/05/2020 16:00","MBA|NO1","FCR","12.90","2.58","12.90",""
"29/05/2020 16:00 - 29/05/2020 17:00","MBA|NO1","FCR","14.60","2.92","14.60",""
"29/05/2020 17:00 - 29/05/2020 18:00","MBA|NO1","FCR","14.90","2.61","14.90",""
"29/05/2020 18:00 - 29/05/2020 19:00","MBA|NO1","FCR","14.60","2.92","14.60",""
"29/05/2020 19:00 - 29/05/2020 20:00","MBA|NO1","FCR","14.70","0.74","14.70",""
"29/05/2020 20:00 - 29/05/2020 21:00","MBA|NO1","FCR","14.80","0.00","14.80","3.70"
"29/05/2020 21:00 - 29/05/2020 22:00","MBA|NO1","FCR","15.50","0.00","15.50","0.39"
"29/05/2020 22:00 - 29/05/2020 23:00","MBA|NO1","FCR","15.50","0.00","15.50","0.39"
"29/05/2020 23:00 - 30/05/2020 00:00","MBA|NO1","FCR","15.50","0.00","15.50","2.33"
"30/05/2020 00:00 - 30/05/2020 01:00","MBA|NO1","FCR","15.00","0.00","15.00","1.13"
"30/05/2020 01:00 - 30/05/2020 02:00","MBA|NO1","FCR","16.10","0.00","16.10","1.61"
"30/05/2020 02:00 - 30/05/2020 03:00","MBA|NO1","FCR","15.00","0.00","15.00","6.75"
"30/05/2020 03:00 - 30/05/2020 04:00","MBA|NO1","FCR","15.00","0.00","15.00","2.63"
"30/05/2020 04:00 - 30/05/2020 05:00","MBA|NO1","FCR","15.00","0.00","15.00","0.75"
"30/05/2020 05:00 - 30/05/2020 06:00","MBA|NO1","FCR","16.10","9.26","16.10",""
"30/05/2020 06:00 - 30/05/2020 07:00","MBA|NO1","FCR","16.00","9.20","16.00",""
"30/05/2020 07:00 - 30/05/2020 08:00","MBA|NO1","FCR","15.00","0.00","15.00",""
"30/05/2020 08:00 - 30/05/2020 09:00","MBA|NO1","FCR","16.10","4.43","16.10",""
"30/05/2020 09:00 - 30/05/2020 10:00","MBA|NO1","FCR","13.90","0.70","13.90",""
"30/05/2020 10:00 - 30/05/2020 11:00","MBA|NO1","FCR","15.10","0.38","15.10",""
"30/05/2020 11:00 - 30/05/2020 12:00","MBA|NO1","FCR","14.90","0.00","14.90","9.31"
"30/05/2020 12:00 - 30/05/2020 13:00","MBA|NO1","FCR","22.00","0.00","22.00","13.75"
"30/05/2020 13:00 - 30/05/2020 14:00","MBA|NO1","FCR","22.10","0.00","22.10","6.63"
"30/05/2020 14:00 - 30/05/2020 15:00","MBA|NO1","FCR","23.00","0.00","23.00","8.05"
"30/05/2020 15:00 - 30/05/2020 16:00","MBA|NO1","FCR","22.00","11.55","22.00",""
"30/05/2020 16:00 - 30/05/2020 17:00","MBA|NO1","FCR","17.10","3.42","17.10",""
"30/05/2020 17:00 - 30/05/2020 18:00","MBA|NO1","FCR","16.00","0.80","16.00",""
"30/05/2020 18:00 - 30/05/2020 19:00","MBA|NO1","FCR","17.10","0.00","17.10",""
"30/05/2020 19:00 - 30/05/2020 20:00","MBA|NO1","FCR","17.00","0.43","17.00",""
"30/05/2020 20:00 - 30/05/2020 21:00","MBA|NO1","FCR","16.00","0.80","16.00",""
"30/05/2020 21:00 - 30/05/2020 22:00","MBA|NO1","FCR","15.00","0.00","15.00","1.88"
"30/05/2020 22:00 - 30/05/2020 23:00","MBA|NO1","FCR","15.00","0.00","15.00","4.50"
"30/05/2020 23:00 - 31/05/2020 00:00","MBA|NO1","FCR","15.10","0.00","15.10",""
"31/05/2020 00:00 - 31/05/2020 01:00","MBA|NO1","FCR","17.00","0.00","17.00","2.98"
"31/05/2020 01:00 - 31/05/2020 02:00","MBA|NO1","FCR","17.10","0.00","17.10","1.71"
"31/05/2020 02:00 - 31/05/2020 03:00","MBA|NO1","FCR","15.20","0.00","15.20",""
"31/05/2020 03:00 - 31/05/2020 04:00","MBA|NO1","FCR","15.30","0.00","15.30","6.12"
"31/05/2020 04:00 - 31/05/2020 05:00","MBA|NO1","FCR","15.20","0.00","15.20","1.90"
"31/05/2020 05:00 - 31/05/2020 06:00","MBA|NO1","FCR","15.30","6.89","15.30",""
"31/05/2020 06:00 - 31/05/2020 07:00","MBA|NO1","FCR","15.20","6.84","15.20",""
"31/05/2020 07:00 - 31/05/2020 08:00","MBA|NO1","FCR","15.20","3.42","15.20",""
"31/05/2020 08:00 - 31/05/2020 09:00","MBA|NO1","FCR","15.30","1.91","15.30",""
"31/05/2020 09:00 - 31/05/2020 10:00","MBA|NO1","FCR","15.20","0.38","15.20",""
"31/05/2020 10:00 - 31/05/2020 11:00","MBA|NO1","FCR","15.20","0.00","15.20","0.76"
"31/05/2020 11:00 - 31/05/2020 12:00","MBA|NO1","FCR","23.30","0.00","23.30","5.83"
"31/05/2020 12:00 - 31/05/2020 13:00","MBA|NO1","FCR","22.00","0.00","22.00","3.85"
"31/05/2020 13:00 - 31/05/2020 14:00","MBA|NO1","FCR","26.20","8.52","26.20",""
"31/05/2020 14:00 - 31/05/2020 15:00","MBA|NO1","FCR","25.20","8.82","25.20",""
"31/05/2020 15:00 - 31/05/2020 16:00","MBA|NO1","FCR","28.30","9.91","28.30",""
"31/05/2020 16:00 - 31/05/2020 17:00","MBA|NO1","FCR","29.20","0.00","29.20","5.11"
"31/05/2020 17:00 - 31/05/2020 18:00","MBA|NO1","FCR","23.20","1.74","23.20",""
"31/05/2020 18:00 - 31/05/2020 19:00","MBA|NO1","FCR","14.30","3.93","14.30",""
"31/05/2020 19:00 - 31/05/2020 20:00","MBA|NO1","FCR","15.00","4.50","15.00",""
"31/05/2020 20:00 - 31/05/2020 21:00","MBA|NO1","FCR","15.30","0.38","15.30",""
"31/05/2020 21:00 - 31/05/2020 22:00","MBA|NO1","FCR","15.20","0.76","15.20",""
"31/05/2020 22:00 - 31/05/2020 23:00","MBA|NO1","FCR","15.30","0.00","15.30","1.15"
"31/05/2020 23:00 - 01/06/2020 00:00","MBA|NO1","FCR","15.20","0.00","15.20","3.04"
"01/06/2020 00:00 - 01/06/2020 01:00","MBA|NO1","FCR","16.60","0.00","16.60","4.57"
"01/06/2020 01:00 - 01/06/2020 02:00","MBA|NO1","FCR","17.60","0.00","17.60","3.08"
"01/06/2020 02:00 - 01/06/2020 03:00","MBA|NO1","FCR","15.30","0.00","15.30","2.68"
"01/06/2020 03:00 - 01/06/2020 04:00","MBA|NO1","FCR","14.20","0.00","14.20","3.91"
"01/06/2020 04:00 - 01/06/2020 05:00","MBA|NO1","FCR","14.20","0.00","14.20","2.49"
"01/06/2020 05:00 - 01/06/2020 06:00","MBA|NO1","FCR","14.20","1.07","14.20",""
"01/06/2020 06:00 - 01/06/2020 07:00","MBA|NO1","FCR","14.30","2.50","14.30",""
"01/06/2020 07:00 - 01/06/2020 08:00","MBA|NO1","FCR","14.10","0.35","14.10",""
"01/06/2020 08:00 - 01/06/2020 09:00","MBA|NO1","FCR","14.20","1.78","14.20",""
"01/06/2020 09:00 - 01/06/2020 10:00","MBA|NO1","FCR","14.20","4.26","14.20",""
"01/06/2020 10:00 - 01/06/2020 11:00","MBA|NO1","FCR","22.20","4.44","22.20",""
"01/06/2020 11:00 - 01/06/2020 12:00","MBA|NO1","FCR","22.40","8.40","22.40",""
"01/06/2020 12:00 - 01/06/2020 13:00","MBA|NO1","FCR","22.30","2.79","22.30",""
"01/06/2020 13:00 - 01/06/2020 14:00","MBA|NO1","FCR","22.30","0.00","22.30","3.35"
"01/06/2020 14:00 - 01/06/2020 15:00","MBA|NO1","FCR","22.10","0.00","22.10","4.97"
"01/06/2020 15:00 - 01/06/2020 16:00","MBA|NO1","FCR","22.30","0.00","22.30",""
"01/06/2020 16:00 - 01/06/2020 17:00","MBA|NO1","FCR","22.20","0.00","22.20","2.22"
"01/06/2020 17:00 - 01/06/2020 18:00","MBA|NO1","FCR","15.20","0.00","15.20","3.80"
"01/06/2020 18:00 - 01/06/2020 19:00","MBA|NO1","FCR","14.30","0.72","14.30",""
"01/06/2020 19:00 - 01/06/2020 20:00","MBA|NO1","FCR","17.20","0.86","17.20",""
"01/06/2020 20:00 - 01/06/2020 21:00","MBA|NO1","FCR","17.10","0.00","17.10","4.70"
"01/06/2020 21:00 - 01/06/2020 22:00","MBA|NO1","FCR","17.40","0.00","17.40","4.35"
"01/06/2020 22:00 - 01/06/2020 23:00","MBA|NO1","FCR","17.10","0.00","17.10","7.70"
"01/06/2020 23:00 - 02/06/2020 00:00","MBA|NO1","FCR","17.20","0.00","17.20","8.17"
"02/06/2020 00:00 - 02/06/2020 01:00","MBA|NO1","FCR","18.20","0.00","18.20","7.74"
"02/06/2020 01:00 - 02/06/2020 02:00","MBA|NO1","FCR","18.20","0.00","18.20","4.10"
"02/06/2020 02:00 - 02/06/2020 03:00","MBA|NO1","FCR","17.20","1.72","17.20",""
"02/06/2020 03:00 - 02/06/2020 04:00","MBA|NO1","FCR","17.30","3.89","17.30",""
"02/06/2020 04:00 - 02/06/2020 05:00","MBA|NO1","FCR","17.00","0.00","17.00","0.43"
"02/06/2020 05:00 - 02/06/2020 06:00","MBA|NO1","FCR","17.20","4.73","17.20",""
"02/06/2020 06:00 - 02/06/2020 07:00","MBA|NO1","FCR","18.30","4.58","18.30",""
"02/06/2020 07:00 - 02/06/2020 08:00","MBA|NO1","FCR","18.00","13.05","18.00",""
"02/06/2020 08:00 - 02/06/2020 09:00","MBA|NO1","FCR","18.20","6.37","18.20",""
"02/06/2020 09:00 - 02/06/2020 10:00","MBA|NO1","FCR","17.20","3.44","17.20",""
"02/06/2020 10:00 - 02/06/2020 11:00","MBA|NO1","FCR","17.30","6.06","17.30",""
"02/06/2020 11:00 - 02/06/2020 12:00","MBA|NO1","FCR","18.00","1.35","18.00",""
"02/06/2020 12:00 - 02/06/2020 13:00","MBA|NO1","FCR","17.20","0.00","17.20","2.58"
"02/06/2020 13:00 - 02/06/2020 14:00","MBA|NO1","FCR","17.30","0.00","17.30","12.11"
"02/06/2020 14:00 - 02/06/2020 15:00","MBA|NO1","FCR","17.30","0.00","17.30","4.33"
"02/06/2020 15:00 - 02/06/2020 16:00","MBA|NO1","FCR","17.10","0.00","17.10",""
"02/06/2020 16:00 - 02/06/2020 17:00","MBA|NO1","FCR","18.20","0.00","18.20","0.46"
"02/06/2020 17:00 - 02/06/2020 18:00","MBA|NO1","FCR","17.30","0.87","17.30",""
"02/06/2020 18:00 - 02/06/2020 19:00","MBA|NO1","FCR","17.00","0.43","17.00",""
"02/06/2020 19:00 - 02/06/2020 20:00","MBA|NO1","FCR","17.20","4.73","17.20",""
"02/06/2020 20:00 - 02/06/2020 21:00","MBA|NO1","FCR","18.30","0.00","18.30",""
"02/06/2020 21:00 - 02/06/2020 22:00","MBA|NO1","FCR","17.30","0.00","17.30","6.06"
"02/06/2020 22:00 - 02/06/2020 23:00","MBA|NO1","FCR","17.10","0.00","17.10","0.43"
"02/06/2020 23:00 - 03/06/2020 00:00","MBA|NO1","FCR","18.20","0.00","18.20","5.92"
"03/06/2020 00:00 - 03/06/2020 01:00","MBA|NO1","FCR","16.00","0.00","16.00","2.00"
"03/06/2020 01:00 - 03/06/2020 02:00","MBA|NO1","FCR","16.10","3.62","16.10",""
"03/06/2020 02:00 - 03/06/2020 03:00","MBA|NO1","FCR","15.90","0.00","15.90","0.80"
"03/06/2020 03:00 - 03/06/2020 04:00","MBA|NO1","FCR","16.00","0.00","16.00","6.40"
"03/06/2020 04:00 - 03/06/2020 05:00","MBA|NO1","FCR","16.10","0.00","16.10","4.83"
"03/06/2020 05:00 - 03/06/2020 06:00","MBA|NO1","FCR","16.10","0.00","16.10",""
"03/06/2020 06:00 - 03/06/2020 07:00","MBA|NO1","FCR","16.90","0.00","16.90","2.54"
"03/06/2020 07:00 - 03/06/2020 08:00","MBA|NO1","FCR","17.60","4.40","17.60",""
"03/06/2020 08:00 - 03/06/2020 09:00","MBA|NO1","FCR","17.60","0.00","17.60",""
"03/06/2020 09:00 - 03/06/2020 10:00","MBA|NO1","FCR","16.60","3.32","16.60",""
"03/06/2020 10:00 - 03/06/2020 11:00","MBA|NO1","FCR","16.60","7.06","16.60",""
"03/06/2020 11:00 - 03/06/2020 12:00","MBA|NO1","FCR","16.70","0.84","16.70",""
"03/06/2020 12:00 - 03/06/2020 13:00","MBA|NO1","FCR","16.60","0.00","16.60","4.57"
"03/06/2020 13:00 - 03/06/2020 14:00","MBA|NO1","FCR","16.70","9.60","16.70",""
"03/06/2020 14:00 - 03/06/2020 15:00","MBA|NO1","FCR","16.60","1.25","16.60",""
"03/06/2020 15:00 - 03/06/2020 16:00","MBA|NO1","FCR","17.70","0.89","17.70",""
"03/06/2020 16:00 - 03/06/2020 17:00","MBA|NO1","FCR","17.60","0.88","17.60",""
"03/06/2020 17:00 - 03/06/2020 18:00","MBA|NO1","FCR","17.70","1.77","17.70",""
"03/06/2020 18:00 - 03/06/2020 19:00","MBA|NO1","FCR","17.30","5.19","17.30",""
"03/06/2020 19:00 - 03/06/2020 20:00","MBA|NO1","FCR","17.40","1.74","17.40",""
"03/06/2020 20:00 - 03/06/2020 21:00","MBA|NO1","FCR","17.50","0.00","17.50","8.75"
"03/06/2020 21:00 - 03/06/2020 22:00","MBA|NO1","FCR","17.50","0.00","17.50","7.44"
"03/06/2020 22:00 - 03/06/2020 23:00","MBA|NO1","FCR","17.30","0.00","17.30","6.06"
"03/06/2020 23:00 - 04/06/2020 00:00","MBA|NO1","FCR","17.40","0.00","17.40","8.70"
"04/06/2020 00:00 - 04/06/2020 01:00","MBA|NO1","FCR","19.00","0.00","19.00","7.13"
"04/06/2020 01:00 - 04/06/2020 02:00","MBA|NO1","FCR","19.10","0.00","19.10","2.39"
"04/06/2020 02:00 - 04/06/2020 03:00","MBA|NO1","FCR","17.90","0.00","17.90","1.34"
"04/06/2020 03:00 - 04/06/2020 04:00","MBA|NO1","FCR","18.00","2.25","18.00",""
"04/06/2020 04:00 - 04/06/2020 05:00","MBA|NO1","FCR","17.10","2.57","17.10",""
"04/06/2020 05:00 - 04/06/2020 06:00","MBA|NO1","FCR","18.90","0.00","18.90",""
"04/06/2020 06:00 - 04/06/2020 07:00","MBA|NO1","FCR","18.00","1.80","18.00",""
"04/06/2020 07:00 - 04/06/2020 08:00","MBA|NO1","FCR","19.10","2.87","19.10",""
"04/06/2020 08:00 - 04/06/2020 09:00","MBA|NO1","FCR","18.10","0.00","18.10",""
"04/06/2020 09:00 - 04/06/2020 10:00","MBA|NO1","FCR","18.90","1.42","18.90",""
"04/06/2020 10:00 - 04/06/2020 11:00","MBA|NO1","FCR","20.00","0.00","20.00",""
"04/06/2020 11:00 - 04/06/2020 12:00","MBA|NO1","FCR","20.00","2.50","20.00",""
"04/06/2020 12:00 - 04/06/2020 13:00","MBA|NO1","FCR","20.10","0.00","20.10","11.06"
"04/06/2020 13:00 - 04/06/2020 14:00","MBA|NO1","FCR","18.90","0.00","18.90","6.62"
"04/06/2020 14:00 - 04/06/2020 15:00","MBA|NO1","FCR","19.00","5.70","19.00",""
"04/06/2020 15:00 - 04/06/2020 16:00","MBA|NO1","FCR","20.10","3.52","20.10",""
"04/06/2020 16:00 - 04/06/2020 17:00","MBA|NO1","FCR","18.10","1.36","18.10",""
"04/06/2020 17:00 - 04/06/2020 18:00","MBA|NO1","FCR","20.00","8.00","20.00",""
"04/06/2020 18:00 - 04/06/2020 19:00","MBA|NO1","FCR","19.10","8.60","19.10",""
"04/06/2020 19:00 - 04/06/2020 20:00","MBA|NO1","FCR","18.90","0.00","18.90","0.95"
"04/06/2020 20:00 - 04/06/2020 21:00","MBA|NO1","FCR","19.00","0.00","19.00","10.93"
"04/06/2020 21:00 - 04/06/2020 22:00","MBA|NO1","FCR","18.10","0.00","18.10","0.91"
"04/06/2020 22:00 - 04/06/2020 23:00","MBA|NO1","FCR","19.00","0.00","19.00","1.43"
"04/06/2020 23:00 - 05/06/2020 00:00","MBA|NO1","FCR","18.10","0.00","18.10","1.81"
"05/06/2020 00:00 - 05/06/2020 01:00","MBA|NO1","FCR","26.00","4.55","26.00",""
"05/06/2020 01:00 - 05/06/2020 02:00","MBA|NO1","FCR","23.70","0.00","23.70","5.93"
"05/06/2020 02:00 - 05/06/2020 03:00","MBA|NO1","FCR","23.40","0.00","23.40","4.10"
"05/06/2020 03:00 - 05/06/2020 04:00","MBA|NO1","FCR","23.60","3.54","23.60",""
"05/06/2020 04:00 - 05/06/2020 05:00","MBA|NO1","FCR","25.10","12.55","25.10",""
"05/06/2020 05:00 - 05/06/2020 06:00","MBA|NO1","FCR","23.50","4.70","23.50",""
"05/06/2020 06:00 - 05/06/2020 07:00","MBA|NO1","FCR","21.90","6.02","21.90",""
"05/06/2020 07:00 - 05/06/2020 08:00","MBA|NO1","FCR","19.10","6.21","19.10",""
"05/06/2020 08:00 - 05/06/2020 09:00","MBA|NO1","FCR","22.00","4.95","22.00",""
"05/06/2020 09:00 - 05/06/2020 10:00","MBA|NO1","FCR","23.00","0.00","23.00","4.03"
"05/06/2020 10:00 - 05/06/2020 11:00","MBA|NO1","FCR","24.00","0.00","24.00","8.40"
"05/06/2020 11:00 - 05/06/2020 12:00","MBA|NO1","FCR","23.00","0.00","23.00","6.33"
"05/06/2020 12:00 - 05/06/2020 13:00","MBA|NO1","FCR","23.10","0.00","23.10","9.24"
"05/06/2020 13:00 - 05/06/2020 14:00","MBA|NO1","FCR","21.50","0.00","21.50","1.08"
"05/06/2020 14:00 - 05/06/2020 15:00","MBA|NO1","FCR","17.40","0.00","17.40","0.44"
"05/06/2020 15:00 - 05/06/2020 16:00","MBA|NO1","FCR","21.50","5.91","21.50",""
"05/06/2020 16:00 - 05/06/2020 17:00","MBA|NO1","FCR","20.00","0.00","20.00",""
"05/06/2020 17:00 - 05/06/2020 18:00","MBA|NO1","FCR","24.40","4.27","24.40",""
"05/06/2020 18:00 - 05/06/2020 19:00","MBA|NO1","FCR","20.00","4.00","20.00",""
"05/06/2020 19:00 - 05/06/2020 20:00","MBA|NO1","FCR","20.00","0.00","20.00","2.00"
"05/06/2020 20:00 - 05/06/2020 21:00","MBA|NO1","FCR","20.00","0.00","20.00","6.00"
